DATE,NAME,LIQUID_PRODUCTION,ZONE,SUBZONE,SECTOR,WELL_TYPE,GAS_PRODUCTION,WATER_PRODUCTION,OIL_PRODUCTION
01/09/2024,BG-0210-2_P,315.7183,WARA,LW,6,Producer,18.51,270.3554,45.362900000000025
01/10/2024,BG-0210-2_P,186.66055,WARA,LW,6,Producer,10.97,160.25834999999995,26.40220000000005
01/09/2021,BG-0210-2_P,1610.5201999999997,WARA,MW,6,Producer,119.06,1289.8822999999998,320.6378999999997
01/10/2021,BG-0210-2_P,2877.3844,WARA,MW,6,Producer,263.61,2024.6611,852.7233000000001
01/11/2021,BG-0210-2_P,2912.35305,WARA,MW,6,Producer,326.27,2034.7400500000003,877.6129999999998
01/12/2021,BG-0210-2_P,2588.18865,WARA,MW,6,Producer,325.62,1585.64315,1002.5455
01/01/2022,BG-0210-2_P,2405.94905,WARA,MW,6,Producer,162.04,1706.38755,699.5615000000003
01/02/2022,BG-0210-2_P,2591.38795,WARA,MW,6,Producer,157.26,1965.27345,626.1144999999999
01/03/2022,BG-0210-2_P,2553.2674,WARA,MW,6,Producer,151.64,1942.6288,610.6386000000002
01/04/2022,BG-0210-2_P,2590.5394,WARA,MW,6,Producer,152.95,2012.0142,578.5252
01/05/2022,BG-0210-2_P,2495.93865,WARA,MW,6,Producer,135.36,1885.37265,610.566
01/06/2022,BG-0210-2_P,1703.7219,WARA,MW,6,Producer,164.09,1125.838,577.8839
01/07/2022,BG-0210-2_P,2100.7354,WARA,MW,6,Producer,170.48,1545.9262,554.8091999999999
01/08/2022,BG-0210-2_P,2288.3652,WARA,MW,6,Producer,154.97,1831.9532,456.41200000000026
01/09/2022,BG-0210-2_P,1702.9696,WARA,MW,6,Producer,154.09,1242.8066,460.163
01/10/2022,BG-0210-2_P,2113.05025,WARA,MW,6,Producer,146.98,1682.10875,430.9414999999997
01/11/2022,BG-0210-2_P,2576.0499,WARA,MW,6,Producer,114.39,2172.0188,404.03110000000015
01/12/2022,BG-0210-2_P,2837.73745,WARA,MW,6,Producer,114.29,2418.08525,419.6522
01/01/2023,BG-0210-2_P,2334.3138499999995,WARA,MW,6,Producer,107.73,1981.00595,353.30789999999934
01/02/2023,BG-0210-2_P,2208.15325,WARA,MW,6,Producer,259.8,1744.2876499999998,463.8656000000001
01/03/2023,BG-0210-2_P,3259.0017999999995,WARA,MW,6,Producer,206.46,2892.8921,366.1096999999995
01/04/2023,BG-0210-2_P,3167.24975,WARA,MW,6,Producer,186.04,2828.44975,338.7999999999997
01/05/2023,BG-0210-2_P,3187.20165,WARA,MW,6,Producer,350.57,2539.68225,647.5194000000001
01/06/2023,BG-0210-2_P,3223.2909,WARA,MW,6,Producer,367.8,2549.6597,673.6311999999998
01/07/2023,BG-0210-2_P,3111.86835,WARA,MW,6,Producer,364.27,2479.0867499999995,632.7816000000007
01/08/2023,BG-0210-2_P,3366.4352,WARA,MW,6,Producer,379.38,2719.9564,646.4787999999999
01/09/2023,BG-0210-2_P,3506.01405,WARA,MW,6,Producer,394.62,2704.49795,801.5161000000003
01/10/2023,BG-0210-2_P,3117.51875,WARA,MW,6,Producer,312.76,2430.52915,686.9896000000003
01/11/2023,BG-0210-2_P,3304.5952,WARA,MW,6,Producer,334.35,2628.9311999999995,675.6640000000007
01/12/2023,BG-0210-2_P,2821.39055,WARA,MW,6,Producer,375.88,2240.0339499999995,581.3566000000005
01/01/2024,BG-0210-2_P,2799.3315499999994,WARA,MW,6,Producer,420.36,2120.1827499999995,679.1487999999999
01/02/2024,BG-0210-2_P,3028.1989499999995,WARA,MW,6,Producer,193.52,2568.4473499999995,459.75160000000005
01/03/2024,BG-0210-2_P,3125.7133,WARA,MW,6,Producer,134.91,2762.8706,362.8426999999997
01/04/2024,BG-0210-2_P,3218.6691,WARA,MW,6,Producer,138.16,2864.127,354.5421000000001
01/05/2024,BG-0210-2_P,3049.6674,WARA,MW,6,Producer,152.57,2656.4174,393.25
01/06/2024,BG-0210-2_P,2918.1110499999995,WARA,MW,6,Producer,135.69,2562.60095,355.5100999999995
01/07/2024,BG-0210-2_P,2855.6636,WARA,MW,6,Producer,141.16,2517.5654,338.0981999999999
01/08/2024,BG-0210-2_P,2906.9259,WARA,MW,6,Producer,154.61,2520.4277,386.4982
01/09/2024,BG-0210-2_P,3031.64715,WARA,MW,6,Producer,177.74,2596.03505,435.6120999999998
01/10/2024,BG-0210-2_P,1792.3665499999993,WARA,MW,6,Producer,105.38,1538.8110499999998,253.55549999999948
01/12/2020,BG-0212-4_P,31.9433,WARA,LW,3,Producer,6.48,2.9637999999999995,28.9795
01/01/2021,BG-0212-4_P,60.1888,WARA,LW,3,Producer,11.13,9.1147,51.0741
01/02/2021,BG-0212-4_P,51.57275,WARA,LW,3,Producer,9.26,11.13455,40.4382
01/03/2021,BG-0212-4_P,27.90315,WARA,LW,3,Producer,4.89,5.91745,21.9857
01/04/2021,BG-0212-4_P,53.485,WARA,LW,3,Producer,9.84,11.5101,41.9749
01/05/2021,BG-0212-4_P,53.23295,WARA,LW,3,Producer,11.11,9.672949999999998,43.56
01/06/2021,BG-0212-4_P,52.51770000000001,WARA,LW,3,Producer,10.72,8.546299999999999,43.97140000000002
01/07/2021,BG-0212-4_P,51.09705,WARA,LW,3,Producer,9.17,11.78415,39.3129
01/08/2021,BG-0212-4_P,52.2764,WARA,LW,3,Producer,9.11,12.951399999999998,39.325
01/09/2021,BG-0212-4_P,70.18289999999999,WARA,LW,3,Producer,38.72,8.4245,61.75839999999999
01/10/2021,BG-0212-4_P,70.39645,WARA,LW,3,Producer,37.11,6.242249999999999,64.1542
01/11/2021,BG-0212-4_P,67.35545,WARA,LW,3,Producer,41.87,6.262549999999999,61.09290000000001
01/12/2021,BG-0212-4_P,106.51375,WARA,LW,3,Producer,57.19,13.428450000000002,93.0853
01/01/2022,BG-0212-4_P,99.82985,WARA,LW,3,Producer,53.34,13.32695,86.5029
01/02/2022,BG-0212-4_P,54.7706,WARA,LW,3,Producer,26.05,13.195,41.5756
01/03/2022,BG-0212-4_P,95.14555,WARA,LW,3,Producer,38.49,22.90855,72.237
01/04/2022,BG-0212-4_P,86.38275,WARA,LW,3,Producer,42.48,15.174249999999995,71.2085
01/05/2022,BG-0212-4_P,69.22909999999999,WARA,LW,3,Producer,22.86,29.0087,40.22039999999999
01/06/2022,BG-0212-4_P,48.14359999999999,WARA,LW,3,Producer,13.34,22.3706,25.772999999999996
01/07/2022,BG-0212-4_P,66.3736,WARA,LW,3,Producer,14.37,12.4439,53.9297
01/08/2022,BG-0212-4_P,66.5145,WARA,LW,3,Producer,8.08,34.51,32.0045
01/09/2022,BG-0212-4_P,39.5069,WARA,LW,3,Producer,5.55,17.255,22.251900000000003
01/10/2022,BG-0212-4_P,43.8094,WARA,LW,3,Producer,7.41,19.5489,24.2605
01/11/2022,BG-0212-4_P,65.9271,WARA,LW,3,Producer,22.03,24.9081,41.01899999999999
01/12/2022,BG-0212-4_P,65.01074999999999,WARA,LW,3,Producer,20.92,25.70995,39.30079999999999
01/01/2023,BG-0212-4_P,63.57684999999999,WARA,LW,3,Producer,21.14,24.16715,39.4097
01/02/2023,BG-0212-4_P,64.44545,WARA,LW,3,Producer,21.0,24.99945,39.446
01/03/2023,BG-0212-4_P,54.3162,WARA,LW,3,Producer,21.05,22.6142,31.702
01/04/2023,BG-0212-4_P,34.96655,WARA,LW,3,Producer,11.61,14.05775,20.9088
01/05/2023,BG-0212-4_P,45.35195,WARA,LW,3,Producer,13.94,21.97475,23.3772
01/06/2023,BG-0212-4_P,52.31439999999999,WARA,LW,3,Producer,17.18,26.105799999999995,26.2086
01/07/2023,BG-0212-4_P,61.94355,WARA,LW,3,Producer,21.59,30.33835,31.605200000000004
01/08/2023,BG-0212-4_P,61.54889999999999,WARA,LW,3,Producer,22.98,30.1252,31.42369999999999
01/09/2023,BG-0212-4_P,62.31824999999999,WARA,LW,3,Producer,23.77,30.277449999999995,32.0408
01/10/2023,BG-0212-4_P,63.3976,WARA,LW,3,Producer,23.89,33.4138,29.983799999999995
01/11/2023,BG-0212-4_P,65.64115,WARA,LW,3,Producer,25.48,35.71784999999999,29.923300000000005
01/12/2023,BG-0212-4_P,66.30534999999999,WARA,LW,3,Producer,25.92,34.905849999999994,31.3995
01/01/2024,BG-0212-4_P,69.4373,WARA,LW,3,Producer,24.8,37.3723,32.06499999999999
01/02/2024,BG-0212-4_P,59.19174999999999,WARA,LW,3,Producer,24.29,32.63224999999999,26.5595
01/03/2024,BG-0212-4_P,56.7037,WARA,LW,3,Producer,23.15,31.7898,24.9139
01/04/2024,BG-0212-4_P,55.40685,WARA,LW,3,Producer,23.3,30.54135,24.8655
01/05/2024,BG-0212-4_P,57.01235,WARA,LW,3,Producer,22.49,31.190950000000004,25.821399999999997
01/06/2024,BG-0212-4_P,59.4693,WARA,LW,3,Producer,22.0,32.8251,26.6442
01/07/2024,BG-0212-4_P,60.83335,WARA,LW,3,Producer,22.45,34.47955,26.3538
01/08/2024,BG-0212-4_P,60.21589999999999,WARA,LW,3,Producer,22.79,34.73329999999999,25.4826
01/09/2024,BG-0212-4_P,63.47994999999999,WARA,LW,3,Producer,27.43,35.81934999999999,27.660599999999995
01/10/2024,BG-0212-4_P,62.84559999999999,WARA,LW,3,Producer,27.15,35.34229999999999,27.503300000000003
01/12/2020,BG-0212-4_P,1781.61195,WARA,MW,3,Producer,361.58,165.47545,1616.1365
01/01/2021,BG-0212-4_P,3356.99785,WARA,MW,3,Producer,620.95,508.46425,2848.5336
01/02/2021,BG-0212-4_P,2876.85885,WARA,MW,3,Producer,516.32,621.00745,2255.8514
01/03/2021,BG-0212-4_P,1555.9925999999996,WARA,MW,3,Producer,272.98,329.93589999999995,1226.0566999999996
01/04/2021,BG-0212-4_P,2983.4558,WARA,MW,3,Producer,548.74,642.1904999999998,2341.2653000000005
01/05/2021,BG-0212-4_P,2969.33325,WARA,MW,3,Producer,619.96,539.66535,2429.6679000000004
01/06/2021,BG-0212-4_P,2929.44475,WARA,MW,3,Producer,597.75,476.59325,2452.8515
01/07/2021,BG-0212-4_P,2849.8004,WARA,MW,3,Producer,511.56,657.1109999999999,2192.6894
01/08/2021,BG-0212-4_P,2915.8061,WARA,MW,3,Producer,508.03,722.2333999999997,2193.5727
01/09/2021,BG-0212-4_P,3914.54485,WARA,MW,3,Producer,2160.0,469.6506499999999,3444.8942
01/10/2021,BG-0212-4_P,3926.3031,WARA,MW,3,Producer,2070.18,347.9217,3578.3814
01/11/2021,BG-0212-4_P,3757.1512,WARA,MW,3,Producer,2335.45,349.4645,3407.6867
01/12/2021,BG-0212-4_P,5941.44115,WARA,MW,3,Producer,3190.18,749.2222499999998,5192.2189
01/01/2022,BG-0212-4_P,5568.6361,WARA,MW,3,Producer,2975.3,743.3859999999997,4825.2501
01/02/2022,BG-0212-4_P,3054.8396,WARA,MW,3,Producer,1453.09,735.8140999999998,2319.0255
01/03/2022,BG-0212-4_P,5306.74155,WARA,MW,3,Producer,2147.11,1277.61095,4029.1306
01/04/2022,BG-0212-4_P,4818.04575,WARA,MW,3,Producer,2369.66,846.3780499999998,3971.6677
01/05/2022,BG-0212-4_P,3861.6419,WARA,MW,3,Producer,1275.23,1618.0114999999996,2243.6304000000005
01/06/2022,BG-0212-4_P,2685.0786,WARA,MW,3,Producer,744.11,1247.7800999999995,1437.2985000000003
01/07/2022,BG-0212-4_P,3702.83095,WARA,MW,3,Producer,801.58,694.3716499999998,3008.4593000000004
01/08/2022,BG-0212-4_P,3710.42705,WARA,MW,3,Producer,450.85,1925.18095,1785.2461
01/09/2022,BG-0212-4_P,2203.94665,WARA,MW,3,Producer,309.53,962.59555,1241.3511
01/10/2022,BG-0212-4_P,2443.51225,WARA,MW,3,Producer,413.29,1090.58705,1352.9252
01/11/2022,BG-0212-4_P,3677.38345,WARA,MW,3,Producer,1228.63,1389.3218499999996,2288.0616
01/12/2022,BG-0212-4_P,3626.61195,WARA,MW,3,Producer,1167.07,1434.16455,2192.4474
01/01/2023,BG-0212-4_P,3546.63565,WARA,MW,3,Producer,1179.32,1348.2955499999996,2198.3401000000003
01/02/2023,BG-0212-4_P,3594.1494999999995,WARA,MW,3,Producer,1171.23,1394.2243,2199.9252
01/03/2023,BG-0212-4_P,3029.65985,WARA,MW,3,Producer,1174.11,1261.2085499999996,1768.4513000000004
01/04/2023,BG-0212-4_P,1950.1524,WARA,MW,3,Producer,647.68,784.0875,1166.0649
01/05/2023,BG-0212-4_P,2529.26765,WARA,MW,3,Producer,777.7,1225.4805499999998,1303.7871
01/06/2023,BG-0212-4_P,2918.3978,WARA,MW,3,Producer,958.34,1456.4032,1461.9946000000002
01/07/2023,BG-0212-4_P,3455.26275,WARA,MW,3,Producer,1204.44,1692.52265,1762.7400999999998
01/08/2023,BG-0212-4_P,3433.52105,WARA,MW,3,Producer,1282.0,1680.5456499999998,1752.9754
01/09/2023,BG-0212-4_P,3475.80835,WARA,MW,3,Producer,1325.87,1688.8077499999995,1787.0005999999998
01/10/2023,BG-0212-4_P,3535.9954,WARA,MW,3,Producer,1332.33,1863.7633,1672.2321
01/11/2023,BG-0212-4_P,3661.45225,WARA,MW,3,Producer,1421.31,1992.41455,1669.0377
01/12/2023,BG-0212-4_P,3698.5011,WARA,MW,3,Producer,1445.8,1947.0745,1751.4266000000002
01/01/2024,BG-0212-4_P,3873.0514,WARA,MW,3,Producer,1383.23,2084.5867,1788.4647
01/02/2024,BG-0212-4_P,3302.1037,WARA,MW,3,Producer,1354.94,1820.3619,1481.7418000000002
01/03/2024,BG-0212-4_P,3162.9025,WARA,MW,3,Producer,1291.51,1773.2659,1389.6366
01/04/2024,BG-0212-4_P,3090.58885,WARA,MW,3,Producer,1299.61,1703.56585,1387.023
01/05/2024,BG-0212-4_P,3180.0089,WARA,MW,3,Producer,1254.65,1739.6491,1440.3597999999995
01/06/2024,BG-0212-4_P,3317.2651,WARA,MW,3,Producer,1227.32,1830.8164,1486.4487
01/07/2024,BG-0212-4_P,3393.2459499999995,WARA,MW,3,Producer,1252.01,1923.37425,1469.8716999999997
01/08/2024,BG-0212-4_P,3358.4992999999995,WARA,MW,3,Producer,1271.29,1937.2696000000003,1421.2296999999992
01/09/2024,BG-0212-4_P,3541.0718,WARA,MW,3,Producer,1529.78,1998.0072,1543.0646000000004
01/10/2024,BG-0212-4_P,3505.43775,WARA,MW,3,Producer,1514.61,1971.36345,1534.0743000000002
01/10/2023,BG-0217-3_P,0.0,WARA,LW,13,Producer,0.0,0.0,0.0
01/11/2023,BG-0217-3_P,0.0,WARA,LW,13,Producer,0.0,0.0,0.0
01/12/2023,BG-0217-3_P,0.0,WARA,LW,13,Producer,0.0,0.0,0.0
01/01/2024,BG-0217-3_P,0.0,WARA,LW,13,Producer,0.0,0.0,0.0
01/02/2024,BG-0217-3_P,0.0,WARA,LW,13,Producer,0.0,0.0,0.0
01/03/2024,BG-0217-3_P,0.0,WARA,LW,13,Producer,0.0,0.0,0.0
01/04/2024,BG-0217-3_P,0.0,WARA,LW,13,Producer,0.0,0.0,0.0
01/05/2024,BG-0217-3_P,0.0,WARA,LW,13,Producer,0.0,0.0,0.0
01/06/2024,BG-0217-3_P,0.0,WARA,LW,13,Producer,0.0,0.0,0.0
01/07/2024,BG-0217-3_P,319.60404999999986,WARA,LW,13,Producer,0.2,307.75814999999994,11.845899999999917
01/08/2024,BG-0217-3_P,327.42065,WARA,LW,13,Producer,186.76,150.55495,176.86570000000003
01/09/2024,BG-0217-3_P,298.4651,WARA,LW,13,Producer,270.38,60.55489999999999,237.91020000000003
01/10/2024,BG-0217-3_P,292.75455,WARA,LW,13,Producer,248.63,59.73275,233.0218
01/04/2023,BG-0221-4_P,282.8961,WARA,LW,3,Producer,8.61,253.3237,29.572399999999988
01/05/2023,BG-0221-4_P,566.1104499999999,WARA,LW,3,Producer,21.18,507.51015,58.60029999999989
01/06/2023,BG-0221-4_P,578.18135,WARA,LW,3,Producer,23.48,518.4315499999999,59.74980000000005
01/07/2023,BG-0221-4_P,553.93725,WARA,LW,3,Producer,25.39,491.45285,62.48439999999994
01/08/2023,BG-0221-4_P,529.4254,WARA,LW,3,Producer,26.08,469.4578,59.96759999999995
01/09/2023,BG-0221-4_P,494.3737499999999,WARA,LW,3,Producer,48.55,398.84424999999993,95.52949999999991
01/10/2023,BG-0221-4_P,474.17855,WARA,LW,3,Producer,57.22,367.48075,106.69779999999996
01/11/2023,BG-0221-4_P,473.04029999999983,WARA,LW,3,Producer,61.72,362.1316999999999,110.90859999999998
01/12/2023,BG-0221-4_P,0.9931,WARA,LW,3,Producer,0.13,0.7510999999999999,0.2420000000000001
01/01/2024,BG-0221-4_P,215.2624,WARA,LW,3,Producer,20.55,173.68679999999995,41.57560000000007
01/02/2024,BG-0221-4_P,485.87199999999984,WARA,LW,3,Producer,10.84,456.9529999999999,28.918999999999983
01/03/2024,BG-0221-4_P,488.0308999999999,WARA,LW,3,Producer,10.44,459.5716999999999,28.45920000000001
01/04/2024,BG-0221-4_P,469.92565,WARA,LW,3,Producer,10.5,441.51485,28.410799999999995
01/05/2024,BG-0221-4_P,199.2481,WARA,LW,3,Producer,4.3,187.5111,11.736999999999997
01/06/2024,BG-0221-4_P,483.4984,WARA,LW,3,Producer,11.01,449.2796,34.21879999999999
01/07/2024,BG-0221-4_P,518.70115,WARA,LW,3,Producer,15.01,466.13875,52.56239999999997
01/08/2024,BG-0221-4_P,488.5663,WARA,LW,3,Producer,10.4,453.8877,34.67860000000002
01/09/2024,BG-0221-4_P,518.11635,WARA,LW,3,Producer,16.68,472.89865,45.21770000000004
01/10/2024,BG-0221-4_P,444.8831,WARA,LW,3,Producer,44.01,398.286,46.59710000000001
01/04/2023,BG-0221-4_P,753.6667499999999,WARA,MW,3,Producer,22.94,674.8836499999999,78.78309999999999
01/05/2023,BG-0221-4_P,1508.1855499999997,WARA,MW,3,Producer,56.44,1352.0713499999997,156.11419999999998
01/06/2023,BG-0221-4_P,1540.3449499999997,WARA,MW,3,Producer,62.55,1381.1815499999998,159.16339999999968
01/07/2023,BG-0221-4_P,1475.7386499999998,WARA,MW,3,Producer,67.64,1309.27895,166.45969999999988
01/08/2023,BG-0221-4_P,1410.4514,WARA,MW,3,Producer,69.48,1250.683,159.76839999999993
01/09/2023,BG-0221-4_P,1317.0844499999996,WARA,MW,3,Producer,129.34,1062.5730499999995,254.51139999999987
01/10/2023,BG-0221-4_P,1263.2613,WARA,MW,3,Producer,152.44,979.0081,284.2531999999999
01/11/2023,BG-0221-4_P,1260.2496499999995,WARA,MW,3,Producer,164.44,964.76765,295.4819999999994
01/12/2023,BG-0221-4_P,2.65295,WARA,MW,3,Producer,0.35,1.99955,0.6534000000000002
01/01/2024,BG-0221-4_P,573.4917499999998,WARA,MW,3,Producer,54.76,462.7283499999999,110.76339999999992
01/02/2024,BG-0221-4_P,1294.4438,WARA,MW,3,Producer,28.89,1217.391,77.05279999999993
01/03/2024,BG-0221-4_P,1300.1725,WARA,MW,3,Producer,27.81,1224.3538999999996,75.81860000000029
01/04/2024,BG-0221-4_P,1251.9061499999998,WARA,MW,3,Producer,27.98,1176.23275,75.6733999999999
01/05/2024,BG-0221-4_P,530.81895,WARA,MW,3,Producer,11.46,499.55255,31.266399999999976
01/06/2024,BG-0221-4_P,1288.1122499999994,WARA,MW,3,Producer,29.32,1196.9387499999998,91.17349999999963
01/07/2024,BG-0221-4_P,1381.88775,WARA,MW,3,Producer,39.99,1241.84235,140.0454000000002
01/08/2024,BG-0221-4_P,1301.5935999999997,WARA,MW,3,Producer,27.7,1209.2100999999998,92.38349999999969
01/09/2024,BG-0221-4_P,1380.3363499999996,WARA,MW,3,Producer,44.45,1259.86875,120.46759999999948
01/10/2024,BG-0221-4_P,1185.227,WARA,MW,3,Producer,117.24,1061.081,124.14599999999996
01/06/2023,BG-0223-4_P,15.3747,WARA,LW,3,Producer,1.07,11.6116,3.7631000000000014
01/07/2023,BG-0223-4_P,165.95325,WARA,LW,3,Producer,12.14,126.45884999999998,39.49440000000001
01/08/2023,BG-0223-4_P,188.0921,WARA,LW,3,Producer,13.18,144.55629999999996,43.53580000000002
01/09/2023,BG-0223-4_P,184.5567,WARA,LW,3,Producer,11.82,145.4495,39.107200000000006
01/10/2023,BG-0223-4_P,181.17485,WARA,LW,3,Producer,6.99,157.13215,24.0427
01/11/2023,BG-0223-4_P,187.35645,WARA,LW,3,Producer,6.69,162.43044999999995,24.926000000000045
01/12/2023,BG-0223-4_P,7.431599999999999,WARA,LW,3,Producer,0.28,6.475699999999999,0.9558999999999996
01/01/2024,BG-0223-4_P,0.0,WARA,LW,3,Producer,0.0,0.0,0.0
01/02/2024,BG-0223-4_P,157.29755,WARA,LW,3,Producer,4.63,139.32905,17.968500000000006
01/03/2024,BG-0223-4_P,193.08435,WARA,LW,3,Producer,7.15,166.81525,26.26910000000001
01/04/2024,BG-0223-4_P,194.7651,WARA,LW,3,Producer,12.74,149.7531,45.012
01/05/2024,BG-0223-4_P,191.49595,WARA,LW,3,Producer,11.63,153.41725,38.0787
01/06/2024,BG-0223-4_P,193.6061,WARA,LW,3,Producer,7.74,166.11489999999995,27.49120000000005
01/07/2024,BG-0223-4_P,212.635,WARA,LW,3,Producer,9.72,175.2702,37.3648
01/08/2024,BG-0223-4_P,216.6659,WARA,LW,3,Producer,11.41,173.05749999999995,43.608400000000046
01/09/2024,BG-0223-4_P,215.8811,WARA,LW,3,Producer,11.83,169.0178,46.86330000000001
01/10/2024,BG-0223-4_P,212.1756,WARA,LW,3,Producer,8.38,177.7874,34.38820000000001
01/06/2023,BG-0223-4_P,254.6985,WARA,MW,3,Producer,17.71,192.444,62.25449999999998
01/07/2023,BG-0223-4_P,2749.63875,WARA,MW,3,Producer,201.18,2095.2949499999995,654.3438000000006
01/08/2023,BG-0223-4_P,3116.52835,WARA,MW,3,Producer,218.45,2395.18685,721.3415
01/09/2023,BG-0223-4_P,3057.7524000000008,WARA,MW,3,Producer,195.92,2409.8942,647.8582000000006
01/10/2023,BG-0223-4_P,3001.6774,WARA,MW,3,Producer,115.77,2603.3938,398.2836000000002
01/11/2023,BG-0223-4_P,3104.22325,WARA,MW,3,Producer,110.83,2691.2623499999995,412.9609000000005
01/12/2023,BG-0223-4_P,123.13415,WARA,MW,3,Producer,4.64,107.23475,15.8994
01/01/2024,BG-0223-4_P,0.0,WARA,MW,3,Producer,0.0,0.0,0.0
01/02/2024,BG-0223-4_P,2606.3313499999995,WARA,MW,3,Producer,76.64,2308.52615,297.80519999999933
01/03/2024,BG-0223-4_P,3199.2561,WARA,MW,3,Producer,118.48,2763.9465,435.3096000000001
01/04/2024,BG-0223-4_P,3227.0041,WARA,MW,3,Producer,211.09,2481.269,745.7351000000003
01/05/2024,BG-0223-4_P,3172.9388499999995,WARA,MW,3,Producer,192.65,2541.99645,630.9423999999995
01/06/2024,BG-0223-4_P,3207.7058999999995,WARA,MW,3,Producer,128.17,2752.2739999999994,455.4319
01/07/2024,BG-0223-4_P,3523.1777999999995,WARA,MW,3,Producer,161.01,2904.0570999999995,619.1206999999999
01/08/2024,BG-0223-4_P,3589.8839499999995,WARA,MW,3,Producer,189.12,2867.34455,722.5394000000001
01/09/2024,BG-0223-4_P,3576.826,WARA,MW,3,Producer,196.03,2800.4053,776.4206999999997
01/10/2024,BG-0223-4_P,3515.3841999999995,WARA,MW,3,Producer,138.86,2945.6314999999995,569.7527
01/07/2021,BG-0234-1_P,333.2845999999999,WARA,LW,4,Producer,179.26,144.02849999999995,189.25609999999995
01/08/2021,BG-0234-1_P,290.4015,WARA,LW,4,Producer,182.67,105.2352,185.1663
01/09/2021,BG-0234-1_P,242.62475,WARA,LW,4,Producer,177.29,60.42294999999999,182.2018
01/10/2021,BG-0234-1_P,235.8375,WARA,LW,4,Producer,140.43,60.8594,174.9781
01/11/2021,BG-0234-1_P,228.8809,WARA,LW,4,Producer,165.68,59.1542,169.7267
01/12/2021,BG-0234-1_P,232.97105,WARA,LW,4,Producer,165.62,58.90044999999999,174.0706
01/01/2022,BG-0234-1_P,225.5804,WARA,LW,4,Producer,162.89,54.6679,170.9125
01/02/2022,BG-0234-1_P,232.68035,WARA,LW,4,Producer,174.48,57.01255,175.6678
01/03/2022,BG-0234-1_P,183.953,WARA,LW,4,Producer,168.94,20.9902,162.96280000000002
01/04/2022,BG-0234-1_P,232.795,WARA,LW,4,Producer,183.1,66.178,166.617
01/05/2022,BG-0234-1_P,235.61315,WARA,LW,4,Producer,135.56,88.41664999999998,147.1965
01/06/2022,BG-0234-1_P,282.5898,WARA,LW,4,Producer,141.14,96.7701,185.81970000000004
01/07/2022,BG-0234-1_P,310.896,WARA,LW,4,Producer,108.69,96.81069999999998,214.0853
01/08/2022,BG-0234-1_P,298.0415,WARA,LW,4,Producer,89.53,91.8575,206.184
01/09/2022,BG-0234-1_P,319.1268,WARA,LW,4,Producer,77.7,104.6059,214.5209
01/10/2022,BG-0234-1_P,323.82595,WARA,LW,4,Producer,86.43,102.50485,221.3211
01/11/2022,BG-0234-1_P,319.42414999999994,WARA,LW,4,Producer,80.81,138.51704999999998,180.9071
01/12/2022,BG-0234-1_P,302.48925,WARA,LW,4,Producer,16.8,236.93145,65.55780000000001
01/01/2023,BG-0234-1_P,289.47475,WARA,LW,4,Producer,16.32,224.81235,64.66239999999996
01/02/2023,BG-0234-1_P,299.82615,WARA,LW,4,Producer,16.44,234.92175,64.90439999999998
01/03/2023,BG-0234-1_P,286.63565,WARA,LW,4,Producer,15.44,225.48225,61.153400000000005
01/04/2023,BG-0234-1_P,292.22025,WARA,LW,4,Producer,15.84,231.99855,60.22170000000003
01/05/2023,BG-0234-1_P,303.6435,WARA,LW,4,Producer,15.26,244.7165,58.92699999999999
01/06/2023,BG-0234-1_P,310.274,WARA,LW,4,Producer,19.83,237.916,72.358
01/07/2023,BG-0234-1_P,310.2567499999999,WARA,LW,4,Producer,19.11,230.07004999999995,80.18669999999995
01/08/2023,BG-0234-1_P,313.90205,WARA,LW,4,Producer,25.49,233.01355,80.8885
01/09/2023,BG-0234-1_P,312.7086,WARA,LW,4,Producer,27.1,231.5418,81.1668
01/10/2023,BG-0234-1_P,316.6691,WARA,LW,4,Producer,26.58,235.80480000000003,80.86429999999999
01/11/2023,BG-0234-1_P,314.94015,WARA,LW,4,Producer,24.16,239.38775000000004,75.55239999999998
01/12/2023,BG-0234-1_P,279.5428,WARA,LW,4,Producer,15.98,211.323,68.21979999999999
01/01/2024,BG-0234-1_P,272.95755,WARA,LW,4,Producer,18.06,190.93165,82.02590000000004
01/02/2024,BG-0234-1_P,277.77874999999995,WARA,LW,4,Producer,17.14,197.89455,79.88419999999996
01/03/2024,BG-0234-1_P,317.61995,WARA,LW,4,Producer,21.94,216.30665,101.31330000000004
01/04/2024,BG-0234-1_P,322.17495,WARA,LW,4,Producer,23.13,220.81325,101.3617
01/05/2024,BG-0234-1_P,327.67345,WARA,LW,4,Producer,15.97,270.10165,57.5718
01/06/2024,BG-0234-1_P,310.58589999999987,WARA,LW,4,Producer,12.77,270.0509,40.534999999999854
01/07/2024,BG-0234-1_P,306.7277,WARA,LW,4,Producer,11.74,268.4675,38.26020000000005
01/08/2024,BG-0234-1_P,300.5669000000001,WARA,LW,4,Producer,8.23,273.7049,26.86200000000008
01/09/2024,BG-0234-1_P,326.1468,WARA,LW,4,Producer,10.94,276.8514,49.29539999999997
01/10/2024,BG-0234-1_P,341.34515,WARA,LW,4,Producer,11.2,288.94005,52.4051
01/07/2021,BG-0234-1_P,1277.65375,WARA,MW,4,Producer,687.19,552.1498499999999,725.5039
01/08/2021,BG-0234-1_P,1113.2340499999998,WARA,MW,4,Producer,700.29,403.4117499999999,709.8222999999999
