DATE,NAME,WATER_INJECTION,ZONE,SUBZONE,SECTOR,WELL_TYPE
01/01/2022,BG-0727-1_I,969.8325,WARA,MW,5,Injector
01/02/2022,BG-0727-1_I,1036.6194999999998,WARA,MW,5,Injector
01/03/2022,BG-0727-1_I,1104.2185,WARA,MW,5,Injector
01/04/2022,BG-0727-1_I,967.67055,WARA,MW,5,Injector
01/05/2022,BG-0727-1_I,1004.1293499999996,WARA,MW,5,Injector
01/06/2022,BG-0727-1_I,899.5843499999999,WARA,MW,5,Injector
01/07/2022,BG-0727-1_I,836.8877999999999,WARA,MW,5,Injector
01/08/2022,BG-0727-1_I,929.3137,WARA,MW,5,Injector
01/09/2022,BG-0727-1_I,1173.81705,WARA,MW,5,Injector
01/10/2022,BG-0727-1_I,1039.57315,WARA,MW,5,Injector
01/11/2022,BG-0727-1_I,1593.43835,WARA,MW,5,Injector
01/12/2022,BG-0727-1_I,1916.77675,WARA,MW,5,Injector
01/01/2023,BG-0727-1_I,1980.5898,WARA,MW,5,Injector
01/02/2023,BG-0727-1_I,2090.7376,WARA,MW,5,Injector
01/03/2023,BG-0727-1_I,2049.03125,WARA,MW,5,Injector
01/04/2023,BG-0727-1_I,1959.52855,WARA,MW,5,Injector
01/05/2023,BG-0727-1_I,1340.0841999999998,WARA,MW,5,Injector
01/06/2023,BG-0727-1_I,1283.163,WARA,MW,5,Injector
01/07/2023,BG-0727-1_I,2327.3138,WARA,MW,5,Injector
01/08/2023,BG-0727-1_I,2329.5264999999995,WARA,MW,5,Injector
01/09/2023,BG-0727-1_I,2215.00405,WARA,MW,5,Injector
01/10/2023,BG-0727-1_I,2069.69665,WARA,MW,5,Injector
01/11/2023,BG-0727-1_I,2066.6212,WARA,MW,5,Injector
01/12/2023,BG-0727-1_I,2064.6927,WARA,MW,5,Injector
01/01/2024,BG-0727-1_I,1949.90635,WARA,MW,5,Injector
01/02/2024,BG-0727-1_I,1934.51895,WARA,MW,5,Injector
01/03/2024,BG-0727-1_I,1922.1055,WARA,MW,5,Injector
01/04/2024,BG-0727-1_I,1913.42725,WARA,MW,5,Injector
01/05/2024,BG-0727-1_I,1941.80665,WARA,MW,5,Injector
01/06/2024,BG-0727-1_I,1910.97095,WARA,MW,5,Injector
01/07/2024,BG-0727-1_I,1610.2162999999996,WARA,MW,5,Injector
01/08/2024,BG-0727-1_I,725.6945499999998,WARA,MW,5,Injector
01/09/2024,BG-0727-1_I,717.0568999999998,WARA,MW,5,Injector
01/10/2024,BG-0727-1_I,714.2656499999998,WARA,MW,5,Injector
01/01/2014,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/02/2014,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/03/2014,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/04/2014,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/05/2014,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/06/2014,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/07/2014,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/08/2014,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/09/2014,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/10/2014,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/11/2014,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/12/2014,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/01/2015,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/02/2015,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/03/2015,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/04/2015,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/05/2015,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/06/2015,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/07/2015,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/08/2015,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/09/2015,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/10/2015,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/11/2015,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/12/2015,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/01/2016,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/02/2016,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/03/2016,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/04/2016,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/05/2016,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/06/2016,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/07/2016,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/08/2016,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/09/2016,BG-0728-1_I,540.3961499999998,WARA,MW,2,Injector
01/10/2016,BG-0728-1_I,5347.598549999999,WARA,MW,2,Injector
01/11/2016,BG-0728-1_I,3664.30225,WARA,MW,2,Injector
01/12/2016,BG-0728-1_I,3146.65225,WARA,MW,2,Injector
01/01/2017,BG-0728-1_I,3391.36875,WARA,MW,2,Injector
01/02/2017,BG-0728-1_I,3646.09315,WARA,MW,2,Injector
01/03/2017,BG-0728-1_I,4440.239299999998,WARA,MW,2,Injector
01/04/2017,BG-0728-1_I,4039.4767,WARA,MW,2,Injector
01/05/2017,BG-0728-1_I,3354.1892999999995,WARA,MW,2,Injector
01/06/2017,BG-0728-1_I,3351.3574499999995,WARA,MW,2,Injector
01/07/2017,BG-0728-1_I,3129.29575,WARA,MW,2,Injector
01/08/2017,BG-0728-1_I,3105.9,WARA,MW,2,Injector
01/09/2017,BG-0728-1_I,2717.28695,WARA,MW,2,Injector
01/10/2017,BG-0728-1_I,2709.847,WARA,MW,2,Injector
01/11/2017,BG-0728-1_I,2279.96405,WARA,MW,2,Injector
01/12/2017,BG-0728-1_I,2834.0017999999995,WARA,MW,2,Injector
01/01/2018,BG-0728-1_I,3094.72485,WARA,MW,2,Injector
01/02/2018,BG-0728-1_I,4684.905049999999,WARA,MW,2,Injector
01/03/2018,BG-0728-1_I,4623.659949999998,WARA,MW,2,Injector
01/04/2018,BG-0728-1_I,515.1328,WARA,MW,2,Injector
01/05/2018,BG-0728-1_I,1677.3788499999996,WARA,MW,2,Injector
01/06/2018,BG-0728-1_I,5537.149799999999,WARA,MW,2,Injector
01/07/2018,BG-0728-1_I,4764.92765,WARA,MW,2,Injector
01/08/2018,BG-0728-1_I,4452.074199999999,WARA,MW,2,Injector
01/09/2018,BG-0728-1_I,2483.95875,WARA,MW,2,Injector
01/10/2018,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/11/2018,BG-0728-1_I,0.0,WARA,MW,2,Injector
01/12/2018,BG-0728-1_I,1903.5716,WARA,MW,2,Injector
01/01/2019,BG-0728-1_I,2781.61765,WARA,MW,2,Injector
01/02/2019,BG-0728-1_I,3185.4557,WARA,MW,2,Injector
01/03/2019,BG-0728-1_I,3077.4191,WARA,MW,2,Injector
01/04/2019,BG-0728-1_I,3530.8602,WARA,MW,2,Injector
01/05/2019,BG-0728-1_I,3069.9893,WARA,MW,2,Injector
01/06/2019,BG-0728-1_I,2722.2706,WARA,MW,2,Injector
01/07/2019,BG-0728-1_I,3253.0344,WARA,MW,2,Injector
01/08/2019,BG-0728-1_I,3122.10955,WARA,MW,2,Injector
01/09/2019,BG-0728-1_I,3016.8845,WARA,MW,2,Injector
01/10/2019,BG-0728-1_I,2963.70865,WARA,MW,2,Injector
01/11/2019,BG-0728-1_I,2962.5312499999995,WARA,MW,2,Injector
01/12/2019,BG-0728-1_I,227.18745,WARA,MW,2,Injector
01/01/2020,BG-0728-1_I,1978.77295,WARA,MW,2,Injector
01/02/2020,BG-0728-1_I,2975.6957999999995,WARA,MW,2,Injector
01/03/2020,BG-0728-1_I,4130.7252,WARA,MW,2,Injector
01/04/2020,BG-0728-1_I,3301.4904999999994,WARA,MW,2,Injector
01/05/2020,BG-0728-1_I,2436.6901999999995,WARA,MW,2,Injector
01/06/2020,BG-0728-1_I,2690.0849499999995,WARA,MW,2,Injector
01/07/2020,BG-0728-1_I,2040.54585,WARA,MW,2,Injector
01/08/2020,BG-0728-1_I,2030.0,WARA,MW,2,Injector
01/09/2020,BG-0728-1_I,2025.737,WARA,MW,2,Injector
01/10/2020,BG-0728-1_I,2030.8526,WARA,MW,2,Injector
01/11/2020,BG-0728-1_I,2030.0,WARA,MW,2,Injector
01/12/2020,BG-0728-1_I,2039.8861,WARA,MW,2,Injector
01/01/2021,BG-0728-1_I,2070.0113,WARA,MW,2,Injector
01/02/2021,BG-0728-1_I,2083.72395,WARA,MW,2,Injector
01/03/2021,BG-0728-1_I,2133.9563,WARA,MW,2,Injector
01/04/2021,BG-0728-1_I,2133.80405,WARA,MW,2,Injector
01/05/2021,BG-0728-1_I,2176.29195,WARA,MW,2,Injector
01/06/2021,BG-0728-1_I,1920.85705,WARA,MW,2,Injector
01/07/2021,BG-0728-1_I,2135.56,WARA,MW,2,Injector
01/08/2021,BG-0728-1_I,2326.93825,WARA,MW,2,Injector
01/09/2021,BG-0728-1_I,2112.38755,WARA,MW,2,Injector
01/10/2021,BG-0728-1_I,2072.7721,WARA,MW,2,Injector
01/11/2021,BG-0728-1_I,2074.8427,WARA,MW,2,Injector
01/12/2021,BG-0728-1_I,2173.51085,WARA,MW,2,Injector
01/01/2022,BG-0728-1_I,2298.7517,WARA,MW,2,Injector
01/02/2022,BG-0728-1_I,2103.59765,WARA,MW,2,Injector
01/03/2022,BG-0728-1_I,1555.8528999999994,WARA,MW,2,Injector
01/04/2022,BG-0728-1_I,1227.135,WARA,MW,2,Injector
01/05/2022,BG-0728-1_I,1232.2404499999998,WARA,MW,2,Injector
01/06/2022,BG-0728-1_I,1506.8182499999998,WARA,MW,2,Injector
01/07/2022,BG-0728-1_I,1615.3725,WARA,MW,2,Injector
01/08/2022,BG-0728-1_I,1545.1345,WARA,MW,2,Injector
01/09/2022,BG-0728-1_I,1438.2956,WARA,MW,2,Injector
01/10/2022,BG-0728-1_I,1249.7796499999995,WARA,MW,2,Injector
01/11/2022,BG-0728-1_I,1161.2513499999998,WARA,MW,2,Injector
01/12/2022,BG-0728-1_I,1278.8898499999998,WARA,MW,2,Injector
01/01/2023,BG-0728-1_I,1068.25705,WARA,MW,2,Injector
01/02/2023,BG-0728-1_I,879.0508999999997,WARA,MW,2,Injector
01/03/2023,BG-0728-1_I,1016.30935,WARA,MW,2,Injector
01/04/2023,BG-0728-1_I,806.3870499999998,WARA,MW,2,Injector
01/05/2023,BG-0728-1_I,1164.3166499999998,WARA,MW,2,Injector
01/06/2023,BG-0728-1_I,1338.4602,WARA,MW,2,Injector
01/07/2023,BG-0728-1_I,1369.7018999999998,WARA,MW,2,Injector
01/08/2023,BG-0728-1_I,1571.7782499999996,WARA,MW,2,Injector
01/09/2023,BG-0728-1_I,1390.956,WARA,MW,2,Injector
01/10/2023,BG-0728-1_I,1397.03585,WARA,MW,2,Injector
01/11/2023,BG-0728-1_I,1369.81355,WARA,MW,2,Injector
01/12/2023,BG-0728-1_I,1283.61975,WARA,MW,2,Injector
01/01/2024,BG-0728-1_I,1350.5386999999996,WARA,MW,2,Injector
01/02/2024,BG-0728-1_I,1335.1716,WARA,MW,2,Injector
01/03/2024,BG-0728-1_I,1331.6393999999998,WARA,MW,2,Injector
01/04/2024,BG-0728-1_I,1346.8846999999996,WARA,MW,2,Injector
01/05/2024,BG-0728-1_I,1393.54425,WARA,MW,2,Injector
01/06/2024,BG-0728-1_I,1580.6594999999998,WARA,MW,2,Injector
01/07/2024,BG-0728-1_I,1348.96545,WARA,MW,2,Injector
01/08/2024,BG-0728-1_I,1372.24955,WARA,MW,2,Injector
01/09/2024,BG-0728-1_I,1364.7689999999998,WARA,MW,2,Injector
01/10/2024,BG-0728-1_I,1467.081,WARA,MW,2,Injector
01/02/2014,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/03/2014,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/04/2014,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/05/2014,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/06/2014,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/07/2014,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/08/2014,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/09/2014,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/10/2014,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/11/2014,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/12/2014,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/01/2015,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/02/2015,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/03/2015,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/04/2015,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/05/2015,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/06/2015,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/07/2015,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/08/2015,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/09/2015,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/10/2015,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/11/2015,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/12/2015,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/01/2016,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/02/2016,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/03/2016,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/04/2016,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/05/2016,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/06/2016,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/07/2016,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/08/2016,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/09/2016,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/10/2016,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/11/2016,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/12/2016,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/01/2017,BG-0737-1_I,0.0,WARA,LW,3,Injector
01/02/2017,BG-0737-1_I,258.30735,WARA,LW,3,Injector
01/03/2017,BG-0737-1_I,262.1948,WARA,LW,3,Injector
01/04/2017,BG-0737-1_I,234.96235,WARA,LW,3,Injector
01/05/2017,BG-0737-1_I,250.3802,WARA,LW,3,Injector
01/06/2017,BG-0737-1_I,404.3354,WARA,LW,3,Injector
01/07/2017,BG-0737-1_I,367.9679499999999,WARA,LW,3,Injector
01/08/2017,BG-0737-1_I,435.4553,WARA,LW,3,Injector
01/09/2017,BG-0737-1_I,348.145,WARA,LW,3,Injector
01/10/2017,BG-0737-1_I,386.9586,WARA,LW,3,Injector
01/11/2017,BG-0737-1_I,432.21744999999993,WARA,LW,3,Injector
01/12/2017,BG-0737-1_I,302.52075,WARA,LW,3,Injector
01/01/2018,BG-0737-1_I,372.1802,WARA,LW,3,Injector
01/02/2018,BG-0737-1_I,804.07285,WARA,LW,3,Injector
01/03/2018,BG-0737-1_I,1022.17605,WARA,LW,3,Injector
01/04/2018,BG-0737-1_I,1015.3857,WARA,LW,3,Injector
01/05/2018,BG-0737-1_I,975.52665,WARA,LW,3,Injector
01/06/2018,BG-0737-1_I,913.7233,WARA,LW,3,Injector
01/07/2018,BG-0737-1_I,922.46245,WARA,LW,3,Injector
01/08/2018,BG-0737-1_I,927.6491,WARA,LW,3,Injector
01/09/2018,BG-0737-1_I,775.67315,WARA,LW,3,Injector
01/10/2018,BG-0737-1_I,333.9147,WARA,LW,3,Injector
01/11/2018,BG-0737-1_I,348.8352,WARA,LW,3,Injector
01/12/2018,BG-0737-1_I,345.62779999999987,WARA,LW,3,Injector
01/01/2019,BG-0737-1_I,356.31575,WARA,LW,3,Injector
01/02/2019,BG-0737-1_I,382.1069,WARA,LW,3,Injector
01/03/2019,BG-0737-1_I,385.0098,WARA,LW,3,Injector
01/04/2019,BG-0737-1_I,386.31915,WARA,LW,3,Injector
01/05/2019,BG-0737-1_I,211.04895,WARA,LW,3,Injector
01/06/2019,BG-0737-1_I,226.59875,WARA,LW,3,Injector
01/07/2019,BG-0737-1_I,166.2976,WARA,LW,3,Injector
01/08/2019,BG-0737-1_I,108.7877,WARA,LW,3,Injector
01/09/2019,BG-0737-1_I,232.1508,WARA,LW,3,Injector
01/10/2019,BG-0737-1_I,152.8793,WARA,LW,3,Injector
01/11/2019,BG-0737-1_I,145.11454999999995,WARA,LW,3,Injector
01/12/2019,BG-0737-1_I,145.2262,WARA,LW,3,Injector
01/01/2020,BG-0737-1_I,152.72705,WARA,LW,3,Injector
01/02/2020,BG-0737-1_I,152.54434999999995,WARA,LW,3,Injector
01/03/2020,BG-0737-1_I,153.36649999999997,WARA,LW,3,Injector
01/04/2020,BG-0737-1_I,155.22395,WARA,LW,3,Injector
01/05/2020,BG-0737-1_I,152.93004999999997,WARA,LW,3,Injector
01/06/2020,BG-0737-1_I,161.84174999999996,WARA,LW,3,Injector
01/07/2020,BG-0737-1_I,155.78219999999996,WARA,LW,3,Injector
01/08/2020,BG-0737-1_I,155.295,WARA,LW,3,Injector
01/09/2020,BG-0737-1_I,41.3511,WARA,LW,3,Injector
01/10/2020,BG-0737-1_I,124.06345,WARA,LW,3,Injector
01/11/2020,BG-0737-1_I,152.24999999999997,WARA,LW,3,Injector
01/12/2020,BG-0737-1_I,152.8184,WARA,LW,3,Injector
01/01/2021,BG-0737-1_I,155.18334999999996,WARA,LW,3,Injector
01/02/2021,BG-0737-1_I,153.64055,WARA,LW,3,Injector
01/03/2021,BG-0737-1_I,155.6604,WARA,LW,3,Injector
01/04/2021,BG-0737-1_I,155.701,WARA,LW,3,Injector
01/05/2021,BG-0737-1_I,147.02274999999997,WARA,LW,3,Injector
01/06/2021,BG-0737-1_I,137.30919999999998,WARA,LW,3,Injector
01/07/2021,BG-0737-1_I,160.30909999999997,WARA,LW,3,Injector
01/08/2021,BG-0737-1_I,157.3859,WARA,LW,3,Injector
01/09/2021,BG-0737-1_I,280.33284999999995,WARA,LW,3,Injector
01/10/2021,BG-0737-1_I,201.32525,WARA,LW,3,Injector
01/11/2021,BG-0737-1_I,130.1636,WARA,LW,3,Injector
01/12/2021,BG-0737-1_I,110.3508,WARA,LW,3,Injector
01/01/2022,BG-0737-1_I,103.5097,WARA,LW,3,Injector
01/02/2022,BG-0737-1_I,104.4435,WARA,LW,3,Injector
01/03/2022,BG-0737-1_I,114.36005,WARA,LW,3,Injector
01/04/2022,BG-0737-1_I,125.87015,WARA,LW,3,Injector
01/05/2022,BG-0737-1_I,121.32295,WARA,LW,3,Injector
01/06/2022,BG-0737-1_I,121.78985,WARA,LW,3,Injector
01/07/2022,BG-0737-1_I,124.3172,WARA,LW,3,Injector
01/08/2022,BG-0737-1_I,127.55505,WARA,LW,3,Injector
01/09/2022,BG-0737-1_I,115.98404999999998,WARA,LW,3,Injector
01/10/2022,BG-0737-1_I,126.76335,WARA,LW,3,Injector
01/11/2022,BG-0737-1_I,122.95709999999998,WARA,LW,3,Injector
01/12/2022,BG-0737-1_I,119.7497,WARA,LW,3,Injector
01/01/2023,BG-0737-1_I,96.06975,WARA,LW,3,Injector
01/02/2023,BG-0737-1_I,77.6881,WARA,LW,3,Injector
01/03/2023,BG-0737-1_I,74.81564999999998,WARA,LW,3,Injector
01/04/2023,BG-0737-1_I,74.82579999999999,WARA,LW,3,Injector
01/05/2023,BG-0737-1_I,75.17089999999997,WARA,LW,3,Injector
01/06/2023,BG-0737-1_I,75.48555,WARA,LW,3,Injector
01/07/2023,BG-0737-1_I,72.84655,WARA,LW,3,Injector
01/08/2023,BG-0737-1_I,78.77414999999998,WARA,LW,3,Injector
01/09/2023,BG-0737-1_I,74.93744999999998,WARA,LW,3,Injector
01/10/2023,BG-0737-1_I,80.19515,WARA,LW,3,Injector
01/11/2023,BG-0737-1_I,81.00715,WARA,LW,3,Injector
01/12/2023,BG-0737-1_I,81.41314999999999,WARA,LW,3,Injector
01/01/2024,BG-0737-1_I,98.9422,WARA,LW,3,Injector
01/02/2024,BG-0737-1_I,98.78995,WARA,LW,3,Injector
01/03/2024,BG-0737-1_I,98.93205,WARA,LW,3,Injector
01/04/2024,BG-0737-1_I,99.35835,WARA,LW,3,Injector
01/05/2024,BG-0737-1_I,100.49515,WARA,LW,3,Injector
01/06/2024,BG-0737-1_I,116.6641,WARA,LW,3,Injector
01/07/2024,BG-0737-1_I,97.10505,WARA,LW,3,Injector
01/08/2024,BG-0737-1_I,79.9414,WARA,LW,3,Injector
01/09/2024,BG-0737-1_I,79.15984999999998,WARA,LW,3,Injector
01/10/2024,BG-0737-1_I,77.6475,WARA,LW,3,Injector
01/02/2014,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/03/2014,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/04/2014,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/05/2014,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/06/2014,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/07/2014,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/08/2014,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/09/2014,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/10/2014,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/11/2014,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/12/2014,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/01/2015,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/02/2015,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/03/2015,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/04/2015,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/05/2015,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/06/2015,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/07/2015,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/08/2015,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/09/2015,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/10/2015,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/11/2015,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/12/2015,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/01/2016,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/02/2016,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/03/2016,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/04/2016,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/05/2016,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/06/2016,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/07/2016,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/08/2016,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/09/2016,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/10/2016,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/11/2016,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/12/2016,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/01/2017,BG-0737-1_I,0.0,WARA,MW,3,Injector
01/02/2017,BG-0737-1_I,3625.7424,WARA,MW,3,Injector
01/03/2017,BG-0737-1_I,3680.39,WARA,MW,3,Injector
01/04/2017,BG-0737-1_I,3298.0801,WARA,MW,3,Injector
01/05/2017,BG-0737-1_I,3514.54915,WARA,MW,3,Injector
01/06/2017,BG-0737-1_I,5675.575499999999,WARA,MW,3,Injector
01/07/2017,BG-0737-1_I,5164.969599999999,WARA,MW,3,Injector
01/08/2017,BG-0737-1_I,6112.40105,WARA,MW,3,Injector
01/09/2017,BG-0737-1_I,4886.758099999999,WARA,MW,3,Injector
01/10/2017,BG-0737-1_I,5431.57965,WARA,MW,3,Injector
01/11/2017,BG-0737-1_I,6066.8986,WARA,MW,3,Injector
01/12/2017,BG-0737-1_I,4246.323549999999,WARA,MW,3,Injector
01/01/2018,BG-0737-1_I,5224.1644,WARA,MW,3,Injector
01/02/2018,BG-0737-1_I,11286.4346,WARA,MW,3,Injector
01/03/2018,BG-0737-1_I,14347.96895,WARA,MW,3,Injector
01/04/2018,BG-0737-1_I,14252.5488,WARA,MW,3,Injector
01/05/2018,BG-0737-1_I,13693.15185,WARA,MW,3,Injector
01/06/2018,BG-0737-1_I,12825.5603,WARA,MW,3,Injector
01/07/2018,BG-0737-1_I,12948.2332,WARA,MW,3,Injector
01/08/2018,BG-0737-1_I,13021.1305,WARA,MW,3,Injector
01/09/2018,BG-0737-1_I,10887.89485,WARA,MW,3,Injector
01/10/2018,BG-0737-1_I,10796.70725,WARA,MW,3,Injector
01/11/2018,BG-0737-1_I,11278.8424,WARA,MW,3,Injector
01/12/2018,BG-0737-1_I,11175.18045,WARA,MW,3,Injector
01/01/2019,BG-0737-1_I,11520.818399999998,WARA,MW,3,Injector
01/02/2019,BG-0737-1_I,12354.87435,WARA,MW,3,Injector
01/03/2019,BG-0737-1_I,12448.5893,WARA,MW,3,Injector
01/04/2019,BG-0737-1_I,12490.92495,WARA,MW,3,Injector
01/05/2019,BG-0737-1_I,6824.0074,WARA,MW,3,Injector
01/06/2019,BG-0737-1_I,7326.5338999999985,WARA,MW,3,Injector
01/07/2019,BG-0737-1_I,5376.97265,WARA,MW,3,Injector
01/08/2019,BG-0737-1_I,3517.6042999999995,WARA,MW,3,Injector
01/09/2019,BG-0737-1_I,7506.1483,WARA,MW,3,Injector
01/10/2019,BG-0737-1_I,4943.1109,WARA,MW,3,Injector
01/11/2019,BG-0737-1_I,4691.867949999999,WARA,MW,3,Injector
01/12/2019,BG-0737-1_I,4695.66405,WARA,MW,3,Injector
01/01/2020,BG-0737-1_I,4938.1171,WARA,MW,3,Injector
01/02/2020,BG-0737-1_I,4932.422949999999,WARA,MW,3,Injector
01/03/2020,BG-0737-1_I,4958.9855,WARA,MW,3,Injector
01/04/2020,BG-0737-1_I,5018.779149999999,WARA,MW,3,Injector
01/05/2020,BG-0737-1_I,4944.7552,WARA,MW,3,Injector
01/06/2020,BG-0737-1_I,5232.82235,WARA,MW,3,Injector
01/07/2020,BG-0737-1_I,5036.8969,WARA,MW,3,Injector
01/08/2020,BG-0737-1_I,5021.205,WARA,MW,3,Injector
01/09/2020,BG-0737-1_I,1337.15085,WARA,MW,3,Injector
01/10/2020,BG-0737-1_I,4011.24955,WARA,MW,3,Injector
01/11/2020,BG-0737-1_I,4922.749999999999,WARA,MW,3,Injector
01/12/2020,BG-0737-1_I,4941.111349999999,WARA,MW,3,Injector
01/01/2021,BG-0737-1_I,5017.6119,WARA,MW,3,Injector
01/02/2021,BG-0737-1_I,4967.72465,WARA,MW,3,Injector
01/03/2021,BG-0737-1_I,5032.989149999999,WARA,MW,3,Injector
01/04/2021,BG-0737-1_I,5034.2376,WARA,MW,3,Injector
01/05/2021,BG-0737-1_I,4753.60025,WARA,MW,3,Injector
01/06/2021,BG-0737-1_I,4439.66075,WARA,MW,3,Injector
01/07/2021,BG-0737-1_I,5183.4629,WARA,MW,3,Injector
01/08/2021,BG-0737-1_I,5088.824299999998,WARA,MW,3,Injector
01/09/2021,BG-0737-1_I,9064.092099999998,WARA,MW,3,Injector
01/10/2021,BG-0737-1_I,6509.641599999999,WARA,MW,3,Injector
01/11/2021,BG-0737-1_I,4208.58585,WARA,MW,3,Injector
01/12/2021,BG-0737-1_I,3567.9990499999994,WARA,MW,3,Injector
01/01/2022,BG-0737-1_I,3346.7595,WARA,MW,3,Injector
01/02/2022,BG-0737-1_I,3377.1485999999995,WARA,MW,3,Injector
